City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
636,Port Moresby,PG,90.82,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
638,Eydhafushi,MV,84.18,scattered clouds,5.1033,73.0708,Soneva Fushi
639,Quatre Cocos,MU,78.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
640,Savelugu,GH,84.49,overcast clouds,9.6244,-0.8253,Yoo Naa's Palace
642,Pathein,MM,91.49,few clouds,16.7833,94.7333,Pathein Hotel
643,Ende,ID,87.03,scattered clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
644,Sawtell,AU,78.19,clear sky,-30.3833,153.1,The Bungalow Sawtell
647,Tuatapere,NZ,62.78,clear sky,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
648,Clarence Town,AU,78.62,scattered clouds,-32.5833,151.7833,River Downs Cottage
649,Port Blair,IN,86.04,haze,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
650,San Clemente,US,65.46,clear sky,33.427,-117.612,Casablanca Inn
651,Wiwili,NI,72.79,broken clouds,13.6268,-85.8254,Hostal Gladys
653,Burnie,AU,67.89,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
654,Bombo,ID,87.37,scattered clouds,-8.6131,119.0131,Losmen Mustika
655,Sainte-Suzanne,RE,79.02,overcast clouds,-20.9061,55.6089,Gites Ango
656,Victor Harbor,AU,82.0,broken clouds,-35.5667,138.6167,McCracken Country Club
657,Katobu,ID,89.01,overcast clouds,-4.9408,122.5276,La Ode Husein
658,Cayenne,GF,82.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
659,Yanam,IN,88.83,scattered clouds,16.7333,82.2167,The Regency Hotel
661,Santa Maria,BR,63.7,few clouds,-29.6842,-53.8069,Hotel Morotin
663,Sur,OM,87.76,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
664,Odienne,CI,80.06,broken clouds,9.51,-7.5692,Oustaz Vame DIAKITE
665,Mudgee,AU,73.78,scattered clouds,-32.5943,149.5871,Parklands Resort & Conference Centre
666,Narasannapeta,IN,86.9,few clouds,18.4167,84.05,AVK events and catering
667,Dubbo,AU,77.13,scattered clouds,-32.25,148.6167,Quality Inn Dubbo International
670,Harper,LR,78.78,light rain,4.375,-7.7169,Screensaver
672,Ovalle,CL,63.39,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
673,Madang,PG,84.49,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
676,Dalbandin,PK,83.14,broken clouds,28.8947,64.4101,Sanjrani House
677,Moussoro,TD,83.82,overcast clouds,13.6408,16.4901,Hôtel Salama
680,Moroni,KM,78.8,few clouds,-11.7022,43.2551,Hotel les Arcades
681,Coruripe,BR,79.66,overcast clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
688,Christchurch,NZ,63.91,scattered clouds,-43.5333,172.6333,The George
689,Mendi,PG,64.92,overcast clouds,-6.1761,143.6513,Kiburu Lodge
691,Sailana,IN,87.58,clear sky,23.4667,74.9167,Krishna Marriage Garden Sailana
692,Dunmore Town,BS,73.58,overcast clouds,25.5,-76.65,Coral Sands Hotel
693,Sechura,PE,71.8,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
694,Saint-Pierre,RE,78.48,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
695,Araguaina,BR,73.65,broken clouds,-7.1911,-48.2072,Hotel São Vicente
697,Atar,MR,73.35,clear sky,20.5169,-13.0499,Oumou Elghoura
701,Birjand,IR,68.47,sand,32.8663,59.2211,Birjand Tourist Hotel
703,Dinghai,CN,77.92,clear sky,26.2847,119.7936,Shanhai Hotel
